codigo,nombre_es,nombre_en,descripcion_en,simbolo,factor_conversion,nivel_categoria,categoria_es,estado
F94,,hectopascal cubic metre per second,,hPa·m³/s,10² kg x m² x s⁻³,1M,Normativa - múltiplos de uso común,Vigente
F95,,millibar litre per second,,mbar·l/s,10⁻¹ kg x m² x s⁻³,1M,Normativa - múltiplos de uso común,Vigente
F96,,millibar cubic metre per second,,mbar·m³/s,10² kg x m² x s⁻³,1M,Normativa - múltiplos de uso común,Vigente
F97,,megapascal litre per second,,MPa·l/s,10³ kg x m² x s⁻³,1M,Normativa - múltiplos de uso común,Vigente
F98,,megapascal cubic metre per second,,MPa·m³/s,10⁶ kg x m² x s⁻³,1M,Normativa - múltiplos de uso común,Vigente
F99,,pascal litre per second,,Pa·l/s,10⁻³ kg x m² x s⁻³,1M,Normativa - múltiplos de uso común,Vigente
FAH,grado Fahrenheit,degree Fahrenheit,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics),°F,5/9 x K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
FAR,,farad,,F,F,1,Normativa (SI),Vigente
FB,,field,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
FBM,,fibre metre,A unit of length defining the number of metres of individual fibre.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
FC,,thousand cubic foot,A unit of volume equal to one thousand cubic foot.,kft³,,3.8,Informativa - múltiplos / fracciones / decimales,Vigente
FD,,million particle per cubic foot,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
FE,,track foot,,,,3.5,Informativa - unidades específicas de industria,Eliminado de la Rec. 20
FF,,hundred cubic metre,A unit of volume equal to one hundred cubic metres.,,,3.8,Informativa - múltiplos / fracciones / decimales,Vigente
FG,,transdermal patch,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
FH,,micromole,,µmol,10⁻⁶ mol,1S,Normativa - múltiplos estándar,Vigente
FIT,,failures in time,A unit of count defining the number of failures that can be expected over a specified time interval. Failure rates of semiconductor components are often specified as FIT (failures in time unit) where 1 FIT = 10⁻⁹ /h.,FIT,"2,777 78 × 10⁻¹³ s⁻¹",3.8,Informativa - múltiplos / fracciones / decimales,Vigente
FL,,flake ton,A unit of mass defining the number of tons of a flaked substance (flake: a small flattish fragment).,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
FM,,million cubic foot,,Mft³,,3.8,Informativa - múltiplos / fracciones / decimales,Eliminado de la Rec. 20
FNU,,Formazin nephelometric unit,Formazin nephelometric unit (FNU) is used for water turbidity level evaluation,FNU,,3.5,Informativa - unidades específicas de industria,Vigente
FOT,pie,foot,,ft,"0,304 8 m",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
FP,,pound per square foot,,lb/ft²,"4,882 428 kg/m²",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
FR,,foot per minute,,ft/min,"5,08 x 10⁻³ m/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
FS,,foot per second,,ft/s,"0,304 8 m/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
FTK,pie cuadrado,square foot,,ft²,"9,290 304 x 10⁻² m²",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
FTQ,pie cúbico,cubic foot,,ft³,"2,831 685 x 10⁻² m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G01,,pascal cubic metre per second,,Pa·m³/s,kg x m² x s⁻³,1M,Normativa - múltiplos de uso común,Vigente
G04,,centimetre per bar,,cm/bar,10⁻⁷ kg⁻¹ x m² x s²,1M,Normativa - múltiplos de uso común,Vigente
G05,,metre per bar,,m/bar,10⁻⁵ kg⁻¹ x m² x s²,1M,Normativa - múltiplos de uso común,Vigente
G06,,millimetre per bar,,mm/bar,10⁻⁸ kg⁻¹ x m² x s²,1M,Normativa - múltiplos de uso común,Vigente
G08,,square inch per second,,in²/s,"6,451 6 × 10⁻⁴ m² x s⁻¹",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G09,,square metre per second kelvin,,m²/(s·K),m² x s⁻¹ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G10,,stokes per kelvin,,St/K,10⁻⁴ m² x s⁻¹ x K⁻¹,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G11,,gram per cubic centimetre bar,,g/(cm³·bar),10⁻² m⁻² x s²,1M,Normativa - múltiplos de uso común,Vigente
G12,,gram per cubic decimetre bar,,g/(dm³·bar),10⁻⁵ m⁻² x s²,1M,Normativa - múltiplos de uso común,Vigente
G13,,gram per litre bar,,g/(l·bar),10⁻⁵ m⁻² x s²,1M,Normativa - múltiplos de uso común,Vigente
G14,,gram per cubic metre bar,,g/(m³·bar),10⁻⁸ m⁻² x s²,1M,Normativa - múltiplos de uso común,Vigente
G15,,gram per millilitre bar,,g/(ml·bar),10⁻² m⁻² x s²,1M,Normativa - múltiplos de uso común,Vigente
G16,,kilogram per cubic centimetre bar,,kg/(cm³·bar),10¹ m⁻² x s²,1M,Normativa - múltiplos de uso común,Vigente
G17,,kilogram per litre bar,,kg/(l·bar),10⁻² m⁻² x s²,1M,Normativa - múltiplos de uso común,Vigente
G18,,kilogram per cubic metre bar,,kg/(m³·bar),10⁻⁵ m⁻² x s²,1M,Normativa - múltiplos de uso común,Vigente
G19,,newton metre per kilogram,,N·m/kg,m² x s⁻²,1M,Normativa - múltiplos de uso común,Vigente
G2,,US gallon per minute,,gal (US) /min,"6,309 020 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G20,,pound-force foot per pound,,lbf·ft/lb,"2,989 07 m² x s⁻²",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G21,,cup [unit of volume],,cup (US),"2,365 882 x 10⁻⁴ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G23,,peck,,pk (US),"8,809 768 x 10⁻³ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G24,,tablespoon (US),,tablespoon (US),"1,478 676 x 10⁻⁵ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G25,,teaspoon (US),,teaspoon (US),"4,928 922 x 10⁻⁶ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G26,,stere,,st,m³,1M,Normativa - múltiplos de uso común,Vigente
G27,,cubic centimetre per kelvin,,cm³/K,10⁻⁶ m³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G28,,litre per kelvin,,l/K,10⁻³ m³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G29,,cubic metre per kelvin,,m³/K,m³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G3,,Imperial gallon per minute,,gal (UK) /min,"7,576 82 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G30,,millilitre per kelvin,,ml/K,10⁻⁶ m³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G31,,kilogram per cubic centimetre,,kg/cm³,10⁶ kg x m⁻³,1M,Normativa - múltiplos de uso común,Vigente
G32,,ounce (avoirdupois) per cubic yard,,oz/yd³,"3,707 98 × 10⁻² kg x m⁻³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G33,,gram per cubic centimetre kelvin,,g/(cm³·K),10³ kg x m⁻³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G34,,gram per cubic decimetre kelvin,,g/(dm³·K),kg x m⁻³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G35,,gram per litre kelvin,,g/(l·K),kg x m⁻³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G36,,gram per cubic metre kelvin,,g/(m³·K),10⁻³ kg x m⁻³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G37,,gram per millilitre kelvin,,g/(ml·K),10³ kg x m⁻³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G38,,kilogram per cubic centimetre kelvin,,kg/(cm³·K),10⁶ kg x m⁻³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G39,,kilogram per litre kelvin,,kg/(l·K),10³ kg x m⁻³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G40,,kilogram per cubic metre kelvin,,kg/(m³·K),kg x m⁻³ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G41,,square metre per second bar,,m²/(s·bar),10⁻⁵ kg⁻¹ x m³ x s,1M,Normativa - múltiplos de uso común,Vigente
G42,,microsiemens per centimetre,,µS/cm,10⁻⁴ S/m,1M,Normativa - múltiplos de uso común,Vigente
G43,,microsiemens per metre,,µS/m,10⁻⁶ S/m,1M,Normativa - múltiplos de uso común,Vigente
G44,,nanosiemens per centimetre,,nS/cm,10⁻⁷ S/m,1M,Normativa - múltiplos de uso común,Vigente
G45,,nanosiemens per metre,,nS/m,10⁻⁹ S/m,1M,Normativa - múltiplos de uso común,Vigente
G46,,stokes per bar,,St/bar,10⁻⁹ kg⁻¹ x m³ x s,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G47,,cubic centimetre per day,,cm³/d,"1,157 41 × 10⁻¹¹ m³ x s⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G48,,cubic centimetre per hour,,cm³/h,"2,777 78 × 10⁻¹⁰ m³ x s⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G49,,cubic centimetre per minute,,cm³/min,"1,666 67 × 10⁻⁸ m³ x s⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G50,,gallon (US) per hour,,gal/h,"1,051 5 × 10⁻⁶ m³ x s⁻¹",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G51,,litre per second,,l/s,10⁻³ m³ x s⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G52,,cubic metre per day,,m³/d,"1,157 41 × 10⁻⁵ m³ x s⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G53,,cubic metre per minute,,m³/min,"1,666 67 × 10⁻² m³ x s⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G54,,millilitre per day,,ml/d,"1,157 41 × 10⁻¹¹ m³ x s⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G55,,millilitre per hour,,ml/h,"2,777 78 × 10⁻¹⁰ m³ x s⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G56,,cubic inch per hour,,in³/h,"4,551 96 × 10⁻⁹ m³ x s⁻¹",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G57,,cubic inch per minute,,in³/min,"2,731 18 × 10⁻⁷ m³ x s⁻¹",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G58,,cubic inch per second,,in³/s,"1,638 71 × 10⁻⁵ m³ x s⁻¹",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
G59,,milliampere per litre minute,,mA/(l·min),"1,666 67 × 10⁻² m⁻³ x s⁻¹ x A",1M,Normativa - múltiplos de uso común,Vigente
G60,,volt per bar,,V/bar,10⁻⁵ m³ x s⁻¹ x A⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G61,,cubic centimetre per day kelvin,,cm³/(d·K),"1,157 41 × 10⁻¹¹ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G62,,cubic centimetre per hour kelvin,,cm³/(h·K),"2,777 78 × 10⁻¹⁰ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G63,,cubic centimetre per minute kelvin,,cm³/(min·K),"1,666 67 × 10⁻⁸ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G64,,cubic centimetre per second kelvin,,cm³/(s·K),10⁻⁶ m³ x s⁻¹ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G65,,litre per day kelvin,,l/(d·K),"1,157 41 × 10⁻⁸ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G66,,litre per hour kelvin,,l/(h·K),"2,777 78 × 10⁻⁷ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G67,,litre per minute kelvin,,l/(min·K),"1,666 67 × 10⁻⁵ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G68,,litre per second kelvin,,l/(s·K),10⁻³ m³ x s⁻¹ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G69,,cubic metre per day kelvin,,m³/(d·K),"1,157 41 × 10⁻⁵ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G7,,microfiche sheet,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
G70,,cubic metre per hour kelvin,,m³/(h·K),"2,777 78 × 10⁻⁴ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G71,,cubic metre per minute kelvin,,m³/(min·K),"1,666 67 × 10⁻² m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G72,,cubic metre per second kelvin,,m³/(s·K),m³ x s⁻¹ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G73,,millilitre per day kelvin,,ml/(d·K),"1,157 41 × 10⁻¹¹ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G74,,millilitre per hour kelvin,,ml/(h·K),"2,777 78 × 10⁻¹⁰ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G75,,millilitre per minute kelvin,,ml/(min·K),"1,666 67 × 10⁻⁸ m³ x s⁻¹ x K⁻¹",1M,Normativa - múltiplos de uso común,Vigente
G76,,millilitre per second kelvin,,ml/(s·K),10⁻⁶ m³ x s⁻¹ x K⁻¹,1M,Normativa - múltiplos de uso común,Vigente
G77,,millimetre to the fourth power,,mm⁴,10⁻¹² m⁴,1M,Normativa - múltiplos de uso común,Vigente
G78,,cubic centimetre per day bar,,cm³/(d·bar),"1,157 41 × 10⁻¹⁶ kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G79,,cubic centimetre per hour bar,,cm³/(h·bar),"2,777 78 × 10⁻¹⁵ kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G80,,cubic centimetre per minute bar,,cm³/(min·bar),"1,666 67 × 10⁻¹³ kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G81,,cubic centimetre per second bar,,cm³/(s·bar),10⁻¹¹ kg⁻¹ x m⁴ x s,1M,Normativa - múltiplos de uso común,Vigente
G82,,litre per day bar,,l/(d·bar),"1,157 41 × 10⁻¹³ kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G83,,litre per hour bar,,l/(h·bar),"2,777 78 × 10⁻¹² kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G84,,litre per minute bar,,l/(min·bar),"1,666 67 × 10⁻¹⁰ kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G85,,litre per second bar,,l/(s·bar),10⁻⁸ kg⁻¹ x m⁴ x s,1M,Normativa - múltiplos de uso común,Vigente
G86,,cubic metre per day bar,,m³/(d·bar),"1,157 41 × 10⁻¹⁰ kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G87,,cubic metre per hour bar,,m³/(h·bar),"2,777 78 × 10⁻⁹ kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G88,,cubic metre per minute bar,,m³/(min·bar),"1,666 67 × 10⁻⁷ kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G89,,cubic metre per second bar,,m³/(s·bar),10⁻⁵ kg⁻¹ x m⁴ x s,1M,Normativa - múltiplos de uso común,Vigente
G90,,millilitre per day bar,,ml/(d·bar),"1,157 41 x 10⁻¹⁶ x kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G91,,millilitre per hour bar,,ml/(h·bar),"2,777 78 x 10⁻¹⁵ x kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G92,,millilitre per minute bar,,ml/(min·bar),"1,666 67 × 10⁻¹³ x kg⁻¹ x m⁴ x s",1M,Normativa - múltiplos de uso común,Vigente
G93,,millilitre per second bar,,ml/(s·bar),10⁻¹¹ kg⁻¹ x m⁴ x s,1M,Normativa - múltiplos de uso común,Vigente
G94,,cubic centimetre per bar,,cm³/bar,10⁻¹¹ kg⁻¹ x m⁴ x s²,1M,Normativa - múltiplos de uso común,Vigente
G95,,litre per bar,,l/bar,10⁻⁸ kg⁻¹ x m⁴ x s²,1M,Normativa - múltiplos de uso común,Vigente
G96,,cubic metre per bar,,m³/bar,10⁻⁵ kg⁻¹ x m⁴ x s²,1M,Normativa - múltiplos de uso común,Vigente
G97,,millilitre per bar,,ml/bar,10⁻¹¹ kg⁻¹ x m⁴ x s²,1M,Normativa - múltiplos de uso común,Vigente
G98,,microhenry per kiloohm,,µH/kΩ,10⁻⁹ s,1M,Normativa - múltiplos de uso común,Vigente
G99,,microhenry per ohm,,µH/Ω,10⁻⁶ s,1M,Normativa - múltiplos de uso común,Vigente
GB,,gallon (US) per day,,gal (US)/d,"4,381 264 x 10⁻⁸ m³/s",3.5,Informativa - unidades específicas de industria,Vigente
GBQ,,gigabecquerel,,GBq,10⁹ Bq,1M,Normativa - múltiplos de uso común,Vigente
GC,,gram per 100 gram,,,,3.7,Informativa - enteros / números / razones,Eliminado de la Rec. 20
GD,,gross barrel,,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Eliminado de la Rec. 20
GDW,,"gram, dry weight","A unit of mass defining the number of grams of a product, disregarding the water content of the product.",,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
GE,,pound per gallon (US),,lb/gal (US),"1,198 264 x 10² kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
GF,,gram per metre (gram per 100 centimetres),,g/m,10⁻³ kg/m,1M,Normativa - múltiplos de uso común,Vigente
GFI,,gram of fissile isotope,A unit of mass defining the number of grams of a fissile isotope (fissile isotope: an isotope whose nucleus is able to be split when irradiated with low energy neutrons).,gi F/S,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
GGR,gran gruesa (144 docenas),great gross,A unit of count defining the number of units in multiples of 1728 (12 x 12 x 12).,,1728,3.7,Informativa - enteros / números / razones,Vigente
GH,,half gallon (US),,,,3.8,Informativa - múltiplos / fracciones / decimales,Eliminado de la Rec. 20
GIA,,gill (US),,gi (US),"1,182 941 x 10⁻⁴ m³",3.5,Informativa - unidades específicas de industria,Vigente
GIC,,"gram, including container","A unit of mass defining the number of grams of a product, including its container.",,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
